Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
7-Mar-24,Thursday,March,Q1,2024,EQ,3240.00,3262.00,3220.00,3233.95,3229.00,3226.55,3240.29,3350.00,1573.00,856328.00,52628.00
6-Mar-24,Wednesday,March,Q1,2024,EQ,3323.00,3323.00,3183.15,3310.20,3238.00,3233.95,3226.77,3350.00,1573.00,1935203.00,111432.00
5-Mar-24,Tuesday,March,Q1,2024,EQ,3325.30,3334.00,3295.05,3317.15,3328.00,3310.20,3314.16,3350.00,1573.00,1190416.00,68687.00
4-Mar-24,Monday,March,Q1,2024,EQ,3335.00,3350.00,3310.05,3333.25,3320.95,3317.15,3325.35,3350.00,1573.00,1061244.00,59907.00
2-Mar-24,Saturday,March,Q1,2024,EQ,3332.00,3348.70,3321.50,3318.75,3332.50,3333.25,3333.12,3348.70,1103.75,119511.00,9160.00
1-Mar-24,Friday,March,Q1,2024,EQ,3309.85,3346.00,3281.80,3285.40,3321.50,3318.75,3314.26,3346.00,1103.75,1161067.00,64364.00
29-Feb-24,Thursday,February,Q1,2024,EQ,3220.05,3304.75,3205.35,3219.00,3299.90,3285.40,3260.07,3344.00,1103.75,1352988.00,95429.00
28-Feb-24,Wednesday,February,Q1,2024,EQ,3309.20,3318.80,3207.50,3302.30,3218.90,3219.00,3252.19,3344.00,1103.75,1358879.00,98070.00
27-Feb-24,Tuesday,February,Q1,2024,EQ,3339.00,3340.00,3273.00,3327.75,3296.00,3302.30,3306.04,3344.00,1103.75,1125570.00,65439.00
26-Feb-24,Monday,February,Q1,2024,EQ,3272.00,3344.00,3263.00,3273.30,3328.00,3327.75,3318.26,3344.00,1103.75,1695378.00,104868.00
23-Feb-24,Friday,February,Q1,2024,EQ,3263.05,3319.95,3225.10,3263.05,3273.05,3273.30,3281.89,3319.95,1103.75,1975035.00,84335.00
22-Feb-24,Thursday,February,Q1,2024,EQ,3239.00,3274.00,3210.50,3223.20,3261.30,3263.05,3236.68,3308.60,1103.75,1138722.00,88963.00
21-Feb-24,Wednesday,February,Q1,2024,EQ,3238.00,3300.00,3205.00,3228.60,3226.95,3223.20,3258.00,3308.60,1103.75,1657021.00,105900.00
20-Feb-24,Tuesday,February,Q1,2024,EQ,3267.00,3269.80,3210.15,3258.80,3235.00,3228.60,3238.23,3308.60,1103.75,1467630.00,61717.00
19-Feb-24,Monday,February,Q1,2024,EQ,3240.00,3308.60,3235.80,3223.60,3265.00,3258.80,3275.82,3308.60,1103.75,1779444.00,87952.00
16-Feb-24,Friday,February,Q1,2024,EQ,3214.00,3252.30,3192.65,3193.80,3223.20,3223.60,3221.58,3277.95,1103.75,2193673.00,84990.00
15-Feb-24,Thursday,February,Q1,2024,EQ,3219.85,3252.75,3184.05,3207.20,3190.40,3193.80,3214.66,3277.95,1103.75,2035204.00,90530.00
14-Feb-24,Wednesday,February,Q1,2024,EQ,3184.00,3255.25,3169.85,3178.45,3202.00,3207.20,3212.71,3277.95,1103.75,1741264.00,101676.00
13-Feb-24,Tuesday,February,Q1,2024,EQ,3180.00,3194.00,3092.05,3169.75,3180.00,3178.45,3142.91,3277.95,1103.75,1225207.00,73578.00
12-Feb-24,Monday,February,Q1,2024,EQ,3229.00,3241.95,3160.00,3215.20,3166.00,3169.75,3193.32,3277.95,1103.75,1083138.00,64420.00
9-Feb-24,Friday,February,Q1,2024,EQ,3184.45,3224.95,3121.20,3168.60,3215.00,3215.20,3182.28,3277.95,1103.75,1572789.00,92034.00
8-Feb-24,Thursday,February,Q1,2024,EQ,3245.60,3245.60,3146.10,3229.85,3179.00,3168.60,3186.56,3277.95,1103.75,1679004.00,126898.00
7-Feb-24,Wednesday,February,Q1,2024,EQ,3220.05,3277.95,3210.00,3203.75,3233.00,3229.85,3242.51,3277.95,1103.75,2095911.00,122378.00
6-Feb-24,Tuesday,February,Q1,2024,EQ,3183.90,3228.20,3160.00,3173.45,3200.65,3203.75,3197.81,3236.95,1103.75,2078891.00,148672.00
5-Feb-24,Monday,February,Q1,2024,EQ,3170.00,3229.40,3151.45,3157.45,3175.25,3173.45,3192.80,3236.95,1103.75,2191195.00,132489.00
2-Feb-24,Friday,February,Q1,2024,EQ,3184.95,3208.50,3140.00,3153.50,3157.00,3157.45,3173.20,3236.95,1017.45,2708695.00,123968.00
1-Feb-24,Thursday,February,Q1,2024,EQ,3156.90,3236.95,3083.05,3142.00,3154.85,3153.50,3162.65,3236.95,1017.45,4686595.00,211723.00
31-Jan-24,Wednesday,January,Q1,2024,EQ,3092.75,3151.70,3072.40,3091.10,3138.00,3142.00,3116.94,3199.00,1017.45,2671051.00,115716.00
30-Jan-24,Tuesday,January,Q1,2024,EQ,3081.00,3129.90,3020.90,3064.65,3096.00,3091.10,3090.43,3199.00,1017.45,3115506.00,152019.00
29-Jan-24,Monday,January,Q1,2024,EQ,2929.00,3092.70,2923.05,2893.60,3061.00,3064.65,3044.27,3199.00,1017.45,4402976.00,276784.00
25-Jan-24,Thursday,January,Q1,2024,EQ,2903.45,2926.35,2804.40,2903.45,2903.00,2893.60,2860.14,3508.00,1017.45,2601969.00,135262.00
24-Jan-24,Wednesday,January,Q1,2024,EQ,2901.00,2929.10,2871.25,2896.55,2908.00,2903.45,2891.63,3508.00,1017.45,5807940.00,160772.00
23-Jan-24,Tuesday,January,Q1,2024,EQ,3014.95,3014.95,2885.50,2987.90,2900.35,2896.55,2945.88,3508.00,1017.45,1827002.00,101673.00
20-Jan-24,Saturday,January,Q1,2024,EQ,2930.00,3015.85,2890.50,2915.65,2987.85,2987.90,2939.51,3739.95,1017.45,1878793.00,83748.00
19-Jan-24,Friday,January,Q1,2024,EQ,2945.35,2949.45,2903.05,2918.90,2915.30,2915.65,2926.36,3739.95,1017.45,2014096.00,88297.00
18-Jan-24,Thursday,January,Q1,2024,EQ,2975.55,2985.00,2885.10,2971.05,2925.05,2918.90,2923.25,3739.95,1017.45,2552342.00,137932.00
17-Jan-24,Wednesday,January,Q1,2024,EQ,3033.00,3045.00,2946.30,3056.50,2978.00,2971.05,2994.68,3739.95,1017.45,2897218.00,116205.00
16-Jan-24,Tuesday,January,Q1,2024,EQ,3095.00,3104.50,3035.00,3089.50,3059.00,3056.50,3066.60,3739.95,1017.45,2515564.00,81017.00
15-Jan-24,Monday,January,Q1,2024,EQ,3127.00,3130.00,3067.45,3104.10,3091.30,3089.50,3095.46,3739.95,1017.45,1407007.00,66077.00
12-Jan-24,Friday,January,Q1,2024,EQ,3096.35,3125.00,3068.20,3080.90,3105.40,3104.10,3100.07,3880.00,1017.45,1795933.00,81003.00
11-Jan-24,Thursday,January,Q1,2024,EQ,3120.00,3129.00,3065.00,3098.20,3084.00,3080.90,3089.22,3880.00,1017.45,2008103.00,82014.00
10-Jan-24,Wednesday,January,Q1,2024,EQ,3024.00,3112.00,3020.05,3014.60,3107.80,3098.20,3077.75,3880.00,1017.45,3590297.00,146816.00
9-Jan-24,Tuesday,January,Q1,2024,EQ,2990.70,3068.80,2980.00,2963.50,3024.95,3014.60,3029.63,3880.00,1017.45,2885706.00,124090.00
8-Jan-24,Monday,January,Q1,2024,EQ,3020.00,3027.00,2952.95,3006.60,2965.00,2963.50,2990.76,3880.00,1017.45,1849061.00,77114.00
5-Jan-24,Friday,January,Q1,2024,EQ,3009.95,3066.90,2981.10,2998.30,3009.00,3006.60,3026.08,3880.00,1017.45,3219949.00,125926.00
4-Jan-24,Thursday,January,Q1,2024,EQ,3039.40,3044.45,2990.00,3003.00,2996.00,2998.30,3011.56,3880.00,1017.45,2975620.00,122929.00
3-Jan-24,Wednesday,January,Q1,2024,EQ,3047.00,3199.00,2955.60,2932.40,3005.00,3003.00,3060.56,3880.00,1017.45,19725411.00,762896.00
2-Jan-24,Tuesday,January,Q1,2024,EQ,2922.00,2948.20,2841.00,2917.20,2931.00,2932.40,2903.97,3880.00,1017.45,2671368.00,116025.00
1-Jan-24,Monday,January,Q1,2024,EQ,2852.30,2947.00,2842.05,2848.95,2902.85,2917.20,2914.54,3880.00,1017.45,2898619.00,116403.00
29-Dec-23,Friday,December,Q4,2023,EQ,2823.90,2863.30,2802.85,2809.90,2849.05,2848.95,2838.38,3898.00,1017.45,1507086.00,65085.00
28-Dec-23,Thursday,December,Q4,2023,EQ,2855.00,2867.35,2800.10,2843.35,2816.90,2809.90,2818.51,3898.00,1017.45,4102912.00,108070.00
27-Dec-23,Wednesday,December,Q4,2023,EQ,2880.70,2894.80,2833.60,2865.45,2846.00,2843.35,2854.23,3898.00,1017.45,1698325.00,96864.00
26-Dec-23,Tuesday,December,Q4,2023,EQ,2817.00,2893.75,2800.10,2808.35,2877.05,2865.45,2859.55,3898.00,1017.45,2048484.00,124764.00
22-Dec-23,Friday,December,Q4,2023,EQ,2815.95,2847.60,2791.40,2799.75,2806.00,2808.35,2819.62,4190.00,1017.45,1513956.00,76777.00
21-Dec-23,Thursday,December,Q4,2023,EQ,2750.00,2821.95,2725.00,2783.85,2812.90,2799.75,2788.43,4190.00,1017.45,2678577.00,139231.00
20-Dec-23,Wednesday,December,Q4,2023,EQ,2946.00,2968.00,2766.20,2941.25,2775.00,2783.85,2870.07,4190.00,1017.45,3417739.00,171337.00
19-Dec-23,Tuesday,December,Q4,2023,EQ,2988.80,2994.35,2915.00,2980.60,2940.00,2941.25,2950.36,4190.00,1017.45,1741493.00,81742.00
18-Dec-23,Monday,December,Q4,2023,EQ,2993.95,3027.75,2961.10,2991.80,2974.00,2980.60,2993.07,4190.00,1017.45,2315922.00,100133.00
15-Dec-23,Friday,December,Q4,2023,EQ,2912.05,3000.00,2893.90,2894.05,2987.00,2991.80,2962.62,4190.00,1017.45,4921484.00,180486.00
14-Dec-23,Thursday,December,Q4,2023,EQ,2900.95,2932.95,2887.00,2875.05,2893.00,2894.05,2908.68,4190.00,1017.45,3224681.00,140194.00
13-Dec-23,Wednesday,December,Q4,2023,EQ,2860.00,2899.10,2805.00,2857.65,2887.00,2875.05,2854.75,4190.00,1017.45,2805832.00,118936.00
12-Dec-23,Tuesday,December,Q4,2023,EQ,2869.10,2895.95,2840.55,2855.80,2855.00,2857.65,2864.57,4190.00,1017.45,2017772.00,91033.00
11-Dec-23,Monday,December,Q4,2023,EQ,2837.05,2919.90,2811.05,2822.15,2862.00,2855.80,2867.92,4190.00,1017.45,5064123.00,202891.00
8-Dec-23,Friday,December,Q4,2023,EQ,2902.70,2927.00,2760.00,2887.15,2829.90,2822.15,2839.19,4190.00,1017.45,6959428.00,289285.00
7-Dec-23,Thursday,December,Q4,2023,EQ,2900.00,2945.90,2853.05,2883.95,2892.30,2887.15,2898.60,4190.00,1017.45,6325887.00,265235.00
6-Dec-23,Wednesday,December,Q4,2023,EQ,3080.00,3154.55,2844.85,2959.35,2893.00,2883.95,2987.51,4190.00,1017.45,19355777.00,780601.00
5-Dec-23,Tuesday,December,Q4,2023,EQ,2531.20,2999.90,2531.20,2531.20,2971.00,2959.35,2804.15,4190.00,1017.45,22879079.00,753504.00
4-Dec-23,Monday,December,Q4,2023,EQ,2549.95,2595.00,2487.45,2362.70,2523.00,2531.20,2529.80,4190.00,1017.45,5681516.00,226984.00
1-Dec-23,Friday,December,Q4,2023,EQ,2370.00,2403.35,2354.10,2358.55,2359.00,2362.70,2372.38,4190.00,1017.45,1792983.00,79854.00
30-Nov-23,Thursday,November,Q4,2023,EQ,2400.05,2409.00,2343.05,2396.60,2365.50,2358.55,2361.69,4190.00,1017.45,2983879.00,128913.00
29-Nov-23,Wednesday,November,Q4,2023,EQ,2468.70,2477.65,2390.00,2423.50,2394.00,2396.60,2429.99,4190.00,1017.45,4561574.00,176974.00
28-Nov-23,Tuesday,November,Q4,2023,EQ,2301.00,2512.40,2275.00,2225.45,2430.00,2423.50,2416.12,4190.00,1017.45,11972275.00,429582.00
24-Nov-23,Friday,November,Q4,2023,EQ,2179.00,2251.95,2160.90,2175.25,2250.00,2225.45,2206.04,4190.00,1017.45,1946259.00,91515.00
23-Nov-23,Thursday,November,Q4,2023,EQ,2190.00,2190.00,2160.60,2172.65,2179.00,2175.25,2176.85,4190.00,1017.45,729114.00,38958.00
22-Nov-23,Wednesday,November,Q4,2023,EQ,2205.15,2225.00,2153.50,2196.65,2175.00,2172.65,2175.45,4190.00,1017.45,1247205.00,58112.00
21-Nov-23,Tuesday,November,Q4,2023,EQ,2160.00,2232.55,2158.35,2149.85,2197.60,2196.65,2207.07,4190.00,1017.45,1839502.00,90480.00
20-Nov-23,Monday,November,Q4,2023,EQ,2211.00,2218.50,2142.00,2208.80,2151.00,2149.85,2173.70,4190.00,1017.45,1577213.00,78926.00
17-Nov-23,Friday,November,Q4,2023,EQ,2205.90,2237.95,2201.00,2205.90,2209.00,2208.80,2216.32,4190.00,1017.45,916518.00,43810.00
16-Nov-23,Thursday,November,Q4,2023,EQ,2226.00,2232.80,2196.10,2225.40,2203.00,2205.90,2211.42,4190.00,1017.45,1307584.00,73917.00
15-Nov-23,Wednesday,November,Q4,2023,EQ,2240.00,2250.00,2220.50,2213.65,2223.95,2225.40,2228.39,4190.00,1017.45,696475.00,33170.00
13-Nov-23,Monday,November,Q4,2023,EQ,2215.50,2241.90,2195.55,2211.35,2218.00,2213.65,2212.76,4190.00,1017.45,853633.00,42537.00
12-Nov-23,Sunday,November,Q4,2023,EQ,2219.70,2226.00,2205.10,2205.10,2207.50,2211.35,2215.90,4190.00,1017.45,148320.00,9273.00
10-Nov-23,Friday,November,Q4,2023,EQ,2220.25,2237.00,2198.50,2214.65,2209.00,2205.10,2214.55,4190.00,1017.45,1072597.00,45963.00
9-Nov-23,Thursday,November,Q4,2023,EQ,2269.00,2272.60,2210.10,2259.95,2219.95,2214.65,2231.38,4190.00,1017.45,1267890.00,63026.00
8-Nov-23,Wednesday,November,Q4,2023,EQ,2245.30,2298.00,2235.00,2233.35,2259.00,2259.95,2263.84,4190.00,1017.45,1169180.00,58323.00
7-Nov-23,Tuesday,November,Q4,2023,EQ,2257.00,2260.00,2226.65,2246.00,2235.45,2233.35,2240.69,4190.00,1017.45,641554.00,33475.00
6-Nov-23,Monday,November,Q4,2023,EQ,2253.95,2260.00,2233.00,2229.85,2245.10,2246.00,2244.88,4190.00,1017.45,770061.00,43846.00
3-Nov-23,Friday,November,Q4,2023,EQ,2215.30,2279.00,2215.00,2215.30,2229.25,2229.85,2244.27,4190.00,1017.45,1853300.00,82880.00
2-Nov-23,Thursday,November,Q4,2023,EQ,2247.00,2297.95,2204.20,2217.30,2214.00,2215.30,2247.07,4190.00,1017.45,2340997.00,127122.00
1-Nov-23,Wednesday,November,Q4,2023,EQ,2299.00,2312.25,2207.00,2294.65,2215.90,2217.30,2253.36,4190.00,1017.45,1666579.00,79883.00
31-Oct-23,Tuesday,October,Q4,2023,EQ,2320.00,2320.00,2276.00,2299.10,2297.00,2294.65,2294.76,4190.00,1017.45,1155280.00,52388.00
30-Oct-23,Monday,October,Q4,2023,EQ,2260.05,2305.00,2250.00,2261.70,2294.55,2299.10,2286.43,4190.00,1017.45,996448.00,53630.00
27-Oct-23,Friday,October,Q4,2023,EQ,2222.00,2275.00,2212.00,2203.20,2259.80,2261.70,2246.49,4190.00,1017.45,1244293.00,63625.00
26-Oct-23,Thursday,October,Q4,2023,EQ,2249.00,2249.00,2167.05,2257.00,2208.00,2203.20,2202.63,4190.00,1017.45,2226073.00,128777.00
25-Oct-23,Wednesday,October,Q4,2023,EQ,2320.00,2348.05,2235.30,2308.65,2261.00,2257.00,2287.32,4190.00,1017.45,1540819.00,79580.00
23-Oct-23,Monday,October,Q4,2023,EQ,2397.80,2412.35,2301.80,2393.75,2304.95,2308.65,2339.84,4190.00,1017.45,1483549.00,81837.00
20-Oct-23,Friday,October,Q4,2023,EQ,2398.05,2443.95,2382.05,2402.20,2395.00,2393.75,2403.46,4190.00,1017.45,1240350.00,56041.00
19-Oct-23,Thursday,October,Q4,2023,EQ,2400.00,2414.70,2382.55,2406.35,2403.55,2402.20,2399.00,4190.00,1017.45,1168822.00,67638.00
18-Oct-23,Wednesday,October,Q4,2023,EQ,2440.00,2441.75,2401.05,2428.40,2410.00,2406.35,2417.18,4190.00,1017.45,776977.00,40653.00
17-Oct-23,Tuesday,October,Q4,2023,EQ,2459.95,2462.00,2423.50,2429.35,2429.80,2428.40,2441.19,4190.00,1017.45,707543.00,39591.00
16-Oct-23,Monday,October,Q4,2023,EQ,2454.55,2464.70,2421.85,2454.55,2430.00,2429.35,2447.48,4190.00,1017.45,803856.00,42165.00
13-Oct-23,Friday,October,Q4,2023,EQ,2488.90,2495.00,2422.35,2506.35,2449.00,2454.55,2446.51,4190.00,1017.45,2278682.00,97378.00
12-Oct-23,Thursday,October,Q4,2023,EQ,2499.90,2521.75,2490.65,2488.60,2505.10,2506.35,2506.49,4190.00,1017.45,1804818.00,59299.00
11-Oct-23,Wednesday,October,Q4,2023,EQ,2533.90,2538.00,2482.50,2498.30,2497.00,2488.60,2512.68,4190.00,1017.45,1627836.00,56575.00
10-Oct-23,Tuesday,October,Q4,2023,EQ,2443.00,2517.95,2443.00,2442.60,2495.00,2498.30,2492.25,4190.00,1017.45,1771910.00,70051.00
9-Oct-23,Monday,October,Q4,2023,EQ,2440.00,2459.70,2411.30,2478.10,2440.00,2442.60,2435.04,4190.00,1017.45,1408224.00,59652.00
6-Oct-23,Friday,October,Q4,2023,EQ,2466.35,2514.95,2466.05,2466.35,2479.90,2478.10,2491.17,4190.00,1017.45,1510035.00,59609.00
5-Oct-23,Thursday,October,Q4,2023,EQ,2477.95,2486.50,2446.40,2464.95,2466.00,2466.35,2464.12,4190.00,1017.45,1132455.00,64651.00
4-Oct-23,Wednesday,October,Q4,2023,EQ,2402.20,2502.75,2392.25,2387.25,2464.30,2464.95,2451.95,4190.00,1017.45,2857377.00,124922.00
3-Oct-23,Tuesday,October,Q4,2023,EQ,2418.00,2424.90,2372.00,2413.90,2387.10,2387.25,2395.35,4190.00,1017.45,2019899.00,70447.00
29-Sep-23,Friday,September,Q3,2023,EQ,2462.05,2479.55,2405.05,2475.25,2416.00,2413.90,2430.24,4190.00,1017.45,1689201.00,81407.00
28-Sep-23,Thursday,September,Q3,2023,EQ,2489.95,2511.00,2446.70,2483.30,2477.10,2475.25,2478.59,4190.00,1017.45,2225560.00,75079.00
27-Sep-23,Wednesday,September,Q3,2023,EQ,2460.00,2498.00,2445.10,2457.95,2484.00,2483.30,2475.27,4190.00,1017.45,1077373.00,42234.00
26-Sep-23,Tuesday,September,Q3,2023,EQ,2491.00,2499.00,2452.60,2482.10,2458.50,2457.95,2474.46,4190.00,1017.45,698863.00,35719.00
25-Sep-23,Monday,September,Q3,2023,EQ,2479.95,2489.00,2424.00,2464.90,2484.00,2482.10,2460.35,4190.00,1017.45,1216898.00,62473.00
22-Sep-23,Friday,September,Q3,2023,EQ,2489.95,2498.00,2460.00,2479.25,2462.00,2464.90,2474.07,4190.00,1017.45,865589.00,44391.00
21-Sep-23,Thursday,September,Q3,2023,EQ,2479.80,2503.80,2461.00,2470.30,2481.00,2479.25,2482.40,4190.00,1017.45,1279908.00,72931.00
20-Sep-23,Wednesday,September,Q3,2023,EQ,2502.40,2533.65,2458.90,2502.45,2470.40,2470.30,2489.13,4190.00,1017.45,1203019.00,53694.00
18-Sep-23,Monday,September,Q3,2023,EQ,2552.00,2555.00,2491.00,2540.05,2503.00,2502.45,2521.46,4190.00,1017.45,861677.00,41768.00
15-Sep-23,Friday,September,Q3,2023,EQ,2519.80,2558.00,2514.20,2519.80,2537.90,2540.05,2539.20,4190.00,1017.45,1547001.00,59448.00
14-Sep-23,Thursday,September,Q3,2023,EQ,2541.85,2545.00,2506.05,2518.90,2516.00,2519.80,2524.05,4190.00,1017.45,1218481.00,66834.00
13-Sep-23,Wednesday,September,Q3,2023,EQ,2545.70,2566.95,2496.00,2535.70,2525.00,2518.90,2528.52,4190.00,1017.45,1780068.00,64129.00
12-Sep-23,Tuesday,September,Q3,2023,EQ,2622.45,2626.60,2530.00,2614.95,2532.05,2535.70,2555.52,4190.00,1017.45,5658774.00,147400.00
11-Sep-23,Monday,September,Q3,2023,EQ,2565.00,2630.25,2546.00,2519.30,2612.00,2614.95,2581.13,4190.00,1017.45,9148241.00,181137.00
8-Sep-23,Friday,September,Q3,2023,EQ,2513.80,2538.60,2506.10,2509.50,2519.00,2519.30,2526.49,4190.00,1017.45,5640973.00,91658.00
7-Sep-23,Thursday,September,Q3,2023,EQ,2498.00,2520.00,2485.00,2496.50,2506.00,2509.50,2506.00,4190.00,1017.45,4298988.00,65954.00
6-Sep-23,Wednesday,September,Q3,2023,EQ,2494.05,2504.00,2471.00,2494.05,2489.45,2496.50,2493.74,4190.00,1017.45,7416248.00,129014.00
5-Sep-23,Tuesday,September,Q3,2023,EQ,2482.00,2501.40,2464.00,2470.60,2488.00,2494.05,2488.19,4190.00,1017.45,6489319.00,124950.00
4-Sep-23,Monday,September,Q3,2023,EQ,2454.00,2480.00,2450.05,2450.05,2470.50,2470.60,2470.54,4190.00,1017.45,5998454.00,104932.00
1-Sep-23,Friday,September,Q3,2023,EQ,2381.00,2465.55,2380.00,2419.25,2449.90,2450.05,2441.84,4190.00,1017.45,6764397.00,169694.00
